"No.","Time","Source","Destination","Length","Protocol","Info","New Column"
"7853","22.260420","D-LinkIn_80:0f:6b","Apple_77:2c:75","329","802.11","QoS Data, SN=2991, FN=0, Flags=.p..R.F.C","7853"
"7855","22.260836","D-LinkIn_80:0f:6b","Apple_77:2c:75","329","802.11","QoS Data, SN=2991, FN=0, Flags=.p..R.F.C","7855"
"7864","22.285733","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=2992, FN=0, Flags=.p..R.F.C","7864"
"7869","22.290036","D-LinkIn_80:0f:6b","Apple_77:2c:75","235","802.11","QoS Data, SN=2993, FN=0, Flags=.p..R.F.C","7869"
"7871","22.290305","D-LinkIn_80:0f:6b","Apple_77:2c:75","235","802.11","QoS Data, SN=2993, FN=0, Flags=.p..R.F.C","7871"
"7873","22.290931","D-LinkIn_80:0f:6b","Apple_77:2c:75","235","802.11","QoS Data, SN=2993, FN=0, Flags=.p..R.F.C","7873"
"7875","22.291636","D-LinkIn_80:0f:6b","Apple_77:2c:75","235","802.11","QoS Data, SN=2993, FN=0, Flags=.p..R.F.C","7875"
"7916","22.300205","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3012, FN=0, Flags=.p..R.F.C","7916"
"7917","22.300209","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3013, FN=0, Flags=.p..R.F.C","7917"
"7918","22.300215","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3014, FN=0, Flags=.p..R.F.C","7918"
"7919","22.300217","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3015, FN=0, Flags=.p..R.F.C","7919"
"7920","22.300219","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3016, FN=0, Flags=.p..R.F.C","7920"
"7921","22.300221","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3017, FN=0, Flags=.p..R.F.C","7921"
"7922","22.300224","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3018, FN=0, Flags=.p..R.F.C","7922"
"7923","22.300226","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3019, FN=0, Flags=.p..R.F.C","7923"
"7924","22.300229","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3020, FN=0, Flags=.p..R.F.C","7924"
"8106","22.371284","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=3130, FN=0, Flags=.p..R.F.C","8106"
"8107","22.371292","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3131, FN=0, Flags=.p..R.F.C","8107"
"8109","22.372100","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=3130, FN=0, Flags=.p..R.F.C","8109"
"8110","22.372106","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3131, FN=0, Flags=.p..R.F.C","8110"
"8178","22.385675","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1360, FN=14, Flags=.p..R..T.","8178"
"8202","22.390695","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3197, FN=0, Flags=.p..R.F.C","8202"
"8203","22.390700","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3200, FN=0, Flags=.p..R.F.C","8203"
"8204","22.390704","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3201, FN=0, Flags=.p..R.F.C","8204"
"8205","22.390707","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3203, FN=0, Flags=.p..R.F.C","8205"
"8207","22.391200","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3197, FN=0, Flags=.p..R.F.C","8207"
"8208","22.391203","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3200, FN=0, Flags=.p..R.F.C","8208"
"8318","22.448386","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1323, FN=0, Flags=.p..R..TC","8318"
"8324","22.451607","D-LinkIn_80:0f:6b","Apple_77:2c:75","182","802.11","QoS Data, SN=3379, FN=0, Flags=.p..R.F.C","8324"
"8325","22.451615","D-LinkIn_80:0f:6b","Apple_77:2c:75","640","802.11","QoS Data, SN=3380, FN=0, Flags=.p..R.F.C","8325"
"8326","22.452010","D-LinkIn_80:0f:6b","Apple_77:2c:75","182","802.11","QoS Data, SN=3379, FN=0, Flags=.p..R.F.C","8326"
"8327","22.452015","D-LinkIn_80:0f:6b","Apple_77:2c:75","640","802.11","QoS Data, SN=3380, FN=0, Flags=.p..R.F.C","8327"
"8331","22.453190","D-LinkIn_80:0f:6b","Apple_77:2c:75","182","802.11","QoS Data, SN=3379, FN=0, Flags=.p..R.F.C","8331"
"8332","22.453195","D-LinkIn_80:0f:6b","Apple_77:2c:75","640","802.11","QoS Data, SN=3380, FN=0, Flags=.p..R.F.C","8332"
"8366","22.487957","a1:4f:89:9b:d6:7c","e9:7d:06:f3:2b:9f","172","802.11","QoS Data, SN=2542, FN=3, Flags=op..R..T.","8366"
"8367","22.487967","Apple_77:2c:75","D-LinkIn_48:b4:15","172","802.11","QoS Data, SN=1820, FN=0, Flags=.p..R..T.","8367"
"8439","22.519290","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1330, FN=0, Flags=.p..R..TC","8439"
"8441","22.519928","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1330, FN=0, Flags=.p..R..TC","8441"
"8442","22.519932","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1331, FN=0, Flags=.p..R..TC","8442"
"8443","22.521185","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1330, FN=0, Flags=.p..R..TC","8443"
"8444","22.521189","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1331, FN=0, Flags=.p..R..TC","8444"
"8480","22.551167","ac:8c:75:9f:2b:75","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=1446, FN=0, Flags=.p..R..T.","8480"
"8481","22.551170","Apple_77:2c:75","e4:6f:e9:e9:0c:6b","172","802.11","QoS Data, SN=1448, FN=0, Flags=.p..R..T.","8481"
"8482","22.551173","Apple_77:2c:75","d4:80:89:8c:0f:e5","172","802.11","QoS Data, SN=544, FN=14, Flags=.p..R..T.","8482"
"8507","22.560386","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1471, FN=0, Flags=.p..R..T.","8507"
"8519","22.565363","Apple_77:2c:75","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=1474, FN=0, Flags=.p..R..T.","8519"
"8520","22.565367","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1477, FN=0, Flags=.p..R..TC","8520"
"8521","22.565370","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1482, FN=0, Flags=.p..R..T.","8521"
"8522","22.565373","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1483, FN=0, Flags=.p..R..TC","8522"
"8523","22.565375","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1488, FN=0, Flags=.p..R..TC","8523"
"8535","22.569453","Apple_77:ec:69","ed:92:13:80:0f:6b","160","802.11","QoS Data, SN=1500, FN=0, Flags=.p..R..T.","8535"
"8580","22.586908","Apple_77:2c:75","a8:e4:b0:a2:94:c8","172","802.11","QoS Data, SN=1552, FN=15, Flags=.p..R..T.","8580"
"8592","22.589439","Apple_77:2c:75","D-LinkIn_80:7f:eb","172","802.11","QoS Data, SN=991, FN=6, Flags=.p..R..T.","8592"
"8605","22.595977","HewlettP_a9:6f:a7","IntelCor_b1:ec:1b","413","802.11","QoS Data, SN=1617, FN=0, Flags=.p..R.F.C","8605"
"8620","22.603046","HewlettP_a9:6f:a7","IntelCor_b1:ec:1b","146","802.11","QoS Data, SN=1619, FN=0, Flags=.p..R.F.C","8620"
"8624","22.604077","HewlettP_a9:6f:a7","IntelCor_b1:ec:1b","146","802.11","QoS Data, SN=1619, FN=0, Flags=.p..R.F.C","8624"
"8625","22.604906","HewlettP_a9:6f:a7","IntelCor_b1:ec:1b","146","802.11","QoS Data, SN=1619, FN=0, Flags=.p..R.F.C","8625"
"8737","22.671830","Apple_77:2c:75","D-LinkIn_90:0f:6b","160","802.11","QoS Data, SN=3187, FN=8, Flags=.p..R..T.","8737"
"8744","22.673465","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3882, FN=0, Flags=.p..R.F.C","8744"
"8745","22.673467","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3883, FN=0, Flags=.p..R.F.C","8745"
"8746","22.673472","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=3884, FN=0, Flags=.p..R.F.C","8746"
"8781","22.693519","ac:bc:7a:9f:6b:f6","b0:d3:f8:73:e1:2c","160","802.11","QoS Data, SN=3820, FN=0, Flags=.p..R..T.","8781"
"8816","22.719713","2e:45:6f:81:84:97","6b:6b:13:82:0f:6b","160","802.11","QoS Data, SN=2051, FN=0, Flags=.p..R..T.","8816"
"8817","22.719715","2c:bc:32:77:2c:95","db:a2:9c:1c:29:e0","160","802.11","QoS Data, SN=2539, FN=12, Flags=.p..R..T.","8817"
"8843","22.741111","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1897, FN=0, Flags=.p..R..T.","8843"
"8844","22.741115","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1898, FN=0, Flags=.p..R..TC","8844"
"8845","22.741118","ac:d4:32:77:2c:ed","c7:6e:13:80:0f:6b","160","802.11","QoS Data, SN=1899, FN=0, Flags=.p..R..T.","8845"
"8846","22.741120","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1900, FN=0, Flags=.p..R..T.","8846"
"8847","22.741122","Apple_77:2c:75","e4:6f:eb:dd:0f:b0","160","802.11","QoS Data, SN=2034, FN=9, Flags=.p..R..T.","8847"
"8848","22.741124","34:75:32:8a:68:e3","a5:6d:13:80:0f:6b","160","802.11","QoS Data, SN=1904, FN=0, Flags=.p..R..T.","8848"
"8885","22.782059","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1917, FN=0, Flags=.p..R..T.","8885"
"8886","22.782066","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=639, FN=0, Flags=.p..R..T.","8886"
"8887","22.782068","ac:bc:16:05:8f:14","9a:b8:db:7a:0e:6b","160","802.11","QoS Data, SN=1922, FN=0, Flags=.p..R..T.","8887"
"8888","22.782072","Apple_77:2c:75","e4:9f:a8:d0:0f:6b","160","802.11","QoS Data, SN=1933, FN=0, Flags=.p..R..T.","8888"
"8889","22.782074","86:9a:32:77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1960, FN=0, Flags=.p..R..T.","8889"
"8890","22.782076","Apple_77:2c:75","D-LinkIn_80:0f:67","160","802.11","QoS Data, SN=1962, FN=0, Flags=.p..R..T.","8890"
"8891","22.782079","ac:2c:37:84:97:9a","f6:89:64:80:18:5e","160","802.11","QoS Data, SN=1184, FN=6, Flags=.p..R..T.","8891"
"8906","22.787886","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1967, FN=0, Flags=.p..R..T.","8906"
"8907","22.787893","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1968, FN=0, Flags=.p..R..TC","8907"
"8908","22.787896","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1971, FN=0, Flags=.p..R..T.","8908"
"8909","22.787898","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1973, FN=0, Flags=.p..R..T.","8909"
"8919","22.788966","Apple_77:2c:75","e4:3f:77:42:5e:54","160","802.11","QoS Data, SN=1974, FN=0, Flags=.p..R..T.","8919"
"8923","22.789628","ac:bc:9a:65:76:56","97:11:04:80:6d:e9","160","802.11","QoS Data, SN=1976, FN=0, Flags=.p..R..T.","8923"
"8924","22.789630","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1977, FN=0, Flags=.p..R..T.","8924"
"8925","22.789632","9d:fb:70:1c:48:76","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1980, FN=0, Flags=.p..R..T.","8925"
"8926","22.789634","f6:9f:32:77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1983, FN=0, Flags=.p..R..T.","8926"
"8972","22.810680","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1996, FN=0, Flags=.p..R..T.","8972"
"8973","22.810683","Apple_77:dc:45","e4:6f:91:3e:64:0f","160","802.11","QoS Data, SN=3018, FN=3, Flags=.p..R..T.","8973"
"8974","22.810685","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1998, FN=0, Flags=.p..R..T.","8974"
"8975","22.810687","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1999, FN=0, Flags=.p..R..T.","8975"
"8976","22.810690","Apple_77:2c:7d","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=3536, FN=0, Flags=.p..R..T.","8976"
"9043","22.850313","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2039, FN=0, Flags=.pmPR..T.","9043"
"9072","22.864778","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=410, FN=0, Flags=.p..R.F.C","9072"
"9073","22.864784","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=411, FN=0, Flags=.p..R.F.C","9073"
"9074","22.864787","D-LinkIn_80:0f:6b","Apple_77:2c:75","1459","802.11","QoS Data, SN=412, FN=0, Flags=.p..R.F.C","9074"
"9176","22.980764","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2100, FN=0, Flags=.p..R..T.","9176"
"9179","22.981004","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2100, FN=0, Flags=.p..R..T.","9179"
"9189","22.982130","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2102, FN=0, Flags=.p..R..TC","9189"
"9191","22.982247","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2674, FN=4, Flags=.p..R..T.","9191"
"9192","22.982248","Apple_77:2c:75","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=2104, FN=0, Flags=.p..R..T.","9192"
"9242","23.027297","Apple_77:2c:75","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=2114, FN=0, Flags=.p..R..T.","9242"
"9329","23.098366","Apple_77:2c:75","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=2131, FN=0, Flags=.p..R..T.","9329"
"9407","23.144838","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","1508","802.11","QoS Data, SN=264, FN=0, Flags=.p..R.F.C","9407"
"9408","23.144843","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","1508","802.11","QoS Data, SN=265, FN=0, Flags=.p..R.F.C","9408"
"9422","23.151465","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","1508","802.11","QoS Data, SN=266, FN=0, Flags=.p..R.F.C","9422"
"9423","23.151468","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","1508","802.11","QoS Data, SN=267, FN=0, Flags=.p..R.F.C","9423"
"9424","23.151914","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","1508","802.11","QoS Data, SN=266, FN=0, Flags=.p..R.F.C","9424"
"9425","23.151916","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","1508","802.11","QoS Data, SN=267, FN=0, Flags=.p..R.F.C","9425"
"9445","23.157541","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","1508","802.11","QoS Data, SN=268, FN=0, Flags=.p..R.F.C","9445"
"9446","23.157545","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","1508","802.11","QoS Data, SN=269, FN=0, Flags=.p..R.F.C","9446"
"9479","23.179897","D-LinkIn_80:0f:6b","XiaomiCo_81:86:a1","221","802.11","QoS Data, SN=274, FN=0, Flags=.p..R.F.C","9479"
"9485","23.181295","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=623, FN=0, Flags=.p..R.F.C","9485"
"9486","23.181436","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=623, FN=0, Flags=.p..R.F.C","9486"
"9632","23.297602","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2263, FN=0, Flags=.p..R..T.","9632"
"9652","23.309469","98:0d:8f:37:ae:ff","04:e2:47:84:82:12","160","802.11","QoS Data, SN=940, FN=14, Flags=.pm.R.FT.","9652"
"9656","23.310426","Apple_d7:f3:48","a3:6d:d3:ae:e9:82","160","802.11","QoS Data, SN=3995, FN=9, Flags=.p..R..T.","9656"
"9657","23.310439","ac:bc:12:ac:c4:83","ca:7d:25:80:0d:6b","160","802.11","QoS Data, SN=1563, FN=0, Flags=.p..R..T.","9657"
"9658","23.310441","a7:bc:ed:cc:e0:ce","1a:c1:d6:09:76:3c","160","802.11","QoS Data, SN=1380, FN=12, Flags=.p..R..T.","9658"
"9659","23.310444","04:70:33:77:2c:75","D-LinkIn_80:0f:6b","160","LLC","I, N(R)=16, N(S)=0; DSAP 0xa8 Individual, SSAP 0xc4 Command","9659"
"9666","23.316924","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2281, FN=0, Flags=.p..R..TC","9666"
"9667","23.316929","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2282, FN=0, Flags=.p..R..TC","9667"
"9668","23.316932","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2283, FN=0, Flags=.p..R..TC","9668"
"9669","23.316934","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2284, FN=0, Flags=.p..R..TC","9669"
"9670","23.316937","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2285, FN=0, Flags=.p..R..TC","9670"
"9671","23.316939","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2286, FN=0, Flags=.p..R..TC","9671"
"9672","23.316942","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2287, FN=0, Flags=.p..R..TC","9672"
"9673","23.316945","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2289, FN=0, Flags=.p..R..T.","9673"
"9674","23.316948","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2290, FN=0, Flags=.p..R..TC","9674"
"9675","23.316950","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2291, FN=0, Flags=.p..R..TC","9675"
"9676","23.316953","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2292, FN=0, Flags=.p..R..TC","9676"
"9677","23.316956","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2294, FN=0, Flags=.p..R..TC","9677"
"9678","23.316958","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2295, FN=0, Flags=.p..R..TC","9678"
"9679","23.316961","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2296, FN=0, Flags=.p..R..TC","9679"
"9680","23.316963","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2297, FN=0, Flags=.p..R..TC","9680"
"9681","23.316966","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2298, FN=0, Flags=.p..R..TC","9681"
"9682","23.316969","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2299, FN=0, Flags=.p..R..TC","9682"
"9683","23.316972","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2300, FN=0, Flags=.p..R..TC","9683"
"9688","23.318373","0b:de:9c:c8:47:25","8b:6c:8d:8b:3f:79","160","802.11","QoS Data, SN=1192, FN=2, Flags=.p..R..T.","9688"
"9691","23.320051","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=877, FN=0, Flags=.p..R.F.C","9691"
"9692","23.320057","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=878, FN=0, Flags=.p..R.F.C","9692"
"9693","23.320062","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=880, FN=0, Flags=.p..R.F.C","9693"
"9694","23.320066","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=881, FN=0, Flags=.p..R.F.C","9694"
"9695","23.320071","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=882, FN=0, Flags=.p..R.F.C","9695"
"9696","23.320075","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=883, FN=0, Flags=.p..R.F.C","9696"
"9697","23.320079","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=884, FN=0, Flags=.p..R.F.C","9697"
"9698","23.320082","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=885, FN=0, Flags=.p..R.F.C","9698"
"9723","23.355985","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=900, FN=0, Flags=.p..R.F.C","9723"
"9725","23.356979","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=900, FN=0, Flags=.p..R.F.C","9725"
"9727","23.357053","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=900, FN=0, Flags=.p..R.F.C","9727"
"9729","23.357445","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=900, FN=0, Flags=.p..R.F.C","9729"
"9731","23.357897","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=900, FN=0, Flags=.p..R.F.C","9731"
"9733","23.358727","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=900, FN=0, Flags=.p..R.F.C","9733"
"9735","23.359114","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=900, FN=0, Flags=.p..R.F.C","9735"
"9737","23.360145","D-LinkIn_80:0f:6b","Apple_77:2c:75","243","802.11","QoS Data, SN=900, FN=0, Flags=.p..R.F.C","9737"
"9860","23.415408","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2432, FN=0, Flags=.p..R..T.","9860"
"9870","23.416069","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2445, FN=0, Flags=.p..R..T.","9870"
"9871","23.416071","Apple_77:2c:75","D-LinkIn_80:e7:1c","160","802.11","QoS Data, SN=1047, FN=9, Flags=.p..R..T.","9871"
"9898","23.420222","17:8a:00:77:91:be","58:04:f7:0d:f0:57","206","802.11","QoS Data, SN=3235, FN=13, Flags=.p..R..T.","9898"
"9935","23.524690","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","152","802.11","QoS Data, SN=3187, FN=0, Flags=.p..R.F.C","9935"
"9937","23.525972","IntelCor_18:89:2d","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=206, FN=0, Flags=.p..R..TC","9937"
"9964","23.675186","D-LinkIn_80:0f:6b","Motorola_38:78:35","160","802.11","QoS Data, SN=320, FN=0, Flags=.p..R.F.C","9964"
"9965","23.675192","D-LinkIn_80:0f:6b","Motorola_38:78:35","202","802.11","QoS Data, SN=321, FN=0, Flags=.p..R.F.C","9965"
"9967","23.675832","D-LinkIn_80:0f:6b","Motorola_38:78:35","160","802.11","QoS Data, SN=320, FN=0, Flags=.p..R.F.C","9967"
"9968","23.675835","D-LinkIn_80:0f:6b","Motorola_38:78:35","202","802.11","QoS Data, SN=321, FN=0, Flags=.p..R.F.C","9968"
"9970","23.676119","D-LinkIn_80:0f:6b","Motorola_38:78:35","160","802.11","QoS Data, SN=320, FN=0, Flags=.p..R.F.C","9970"
"9971","23.676123","D-LinkIn_80:0f:6b","Motorola_38:78:35","202","802.11","QoS Data, SN=321, FN=0, Flags=.p..R.F.C","9971"
"9978","23.684675","D-LinkIn_80:0f:6b","Motorola_38:78:35","160","802.11","QoS Data, SN=320, FN=0, Flags=.p..R.F.C","9978"
"9979","23.684679","D-LinkIn_80:0f:6b","Motorola_38:78:35","202","802.11","QoS Data, SN=321, FN=0, Flags=.p..R.F.C","9979"
"9981","23.688569","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=4012, FN=0, Flags=...PR..TC","9981"
"9982","23.689178","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=4012, FN=0, Flags=...PR..TC","9982"
"9983","23.689953","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=4012, FN=0, Flags=...PR..TC","9983"
"9984","23.690725","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=4012, FN=0, Flags=...PR..TC","9984"
"9985","23.691477","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=4012, FN=0, Flags=...PR..TC","9985"
"9986","23.692321","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=4012, FN=0, Flags=...PR..TC","9986"
"10023","23.944276","D-LinkIn_80:0f:6b","Motorola_38:78:35","389","802.11","QoS Data, SN=324, FN=0, Flags=.p..R.F.C","10023"
"10025","23.944649","D-LinkIn_80:0f:6b","Motorola_38:78:35","389","802.11","QoS Data, SN=324, FN=0, Flags=.p..R.F.C","10025"
"10027","23.945300","D-LinkIn_80:0f:6b","Motorola_38:78:35","389","802.11","QoS Data, SN=324, FN=0, Flags=.p..R.F.C","10027"
"10145","24.289603","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","313","802.11","QoS Data, SN=1854, FN=0, Flags=.p..R.F.C","10145"
"10147","24.295834","IntelCor_18:89:2d","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=213, FN=0, Flags=.p..R..TC","10147"
"10157","24.303836","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","152","802.11","QoS Data, SN=1856, FN=0, Flags=.p..R.F.C","10157"
"10191","24.332882","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=0, FN=0, Flags=....R..TC","10191"
"10244","24.595919","Apple_77:2c:75","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=2469, FN=0, Flags=.p..R..T.","10244"
